origem,destino,tipo,evidencia,status
EF67LP03,EF67LP04,relacionada,EF67LP03,confirmada na planilha
EF67LP03,EF67LP05,relacionada,EF67LP03,confirmada na planilha
EF67LP03,EF67LP07,relacionada,EF67LP03,confirmada na planilha
EF67LP03,EF67LP08,relacionada,EF67LP03,confirmada na planilha
EF67LP03,EF06LP03,relacionada,EF67LP03,confirmada na planilha
EF67LP03,EF06LP04,relacionada,EF67LP03,confirmada na planilha
EF67LP03,EF06LP05,relacionada,EF67LP03,confirmada na planilha
EF67LP03,EF06LP08,relacionada,EF67LP03,confirmada na planilha
EF67LP03,EF06LP10,relacionada,EF67LP03,confirmada na planilha
EF67LP03,EF69LP31,relacionada,EF67LP03; EF67LP03,confirmada na planilha
EF67LP03,EF06LP01,mencao_comentario,EF67LP03,confirmada na planilha
EF04LP15,EF67LP04,pre_requisito,EF67LP04,confirmada na planilha
EF67LP04,EF69LP03,relacionada,EF67LP04,confirmada na planilha
EF67LP04,EF67LP06,relacionada,EF67LP04; EF67LP04,confirmada na planilha
EF67LP04,EF06LP01,relacionada,EF67LP04,confirmada na planilha
EF67LP04,EF06LP02,relacionada,EF67LP04,confirmada na planilha
EF67LP04,EF67LP02,relacionada,EF67LP04; EF67LP04,confirmada na planilha
EF67LP04,EF67LP03,relacionada,EF67LP04; EF67LP04,confirmada na planilha
EF67LP04,EF67LP05,relacionada,EF67LP04; EF67LP04,confirmada na planilha
EF67LP04,EF67LP07,relacionada,EF67LP04; EF67LP04,confirmada na planilha
EF67LP04,EF67LP08,relacionada,EF67LP04; EF67LP04,confirmada na planilha
EF67LP04,EF06LP03,relacionada,EF67LP04,confirmada na planilha
EF67LP04,EF06LP04,relacionada,EF67LP04,confirmada na planilha
EF67LP04,EF06LP05,relacionada,EF67LP04,confirmada na planilha
EF67LP04,EF06LP09,relacionada,EF67LP04,confirmada na planilha
EF67LP04,EF69LP31,relacionada,EF67LP04; EF67LP04,confirmada na planilha
EF67LP04,EF06LP04,mencao_comentario,EF67LP04,confirmada na planilha
EF67LP04,EF06LP05,mencao_comentario,EF67LP04,confirmada na planilha
EF05LP20,EF67LP05,pre_requisito,EF67LP05,confirmada na planilha
EF67LP05,EF69LP03,relacionada,EF67LP05; EF67LP05,confirmada na planilha
EF67LP05,EF69LP32,relacionada,EF67LP05; EF67LP05,confirmada na planilha
EF67LP05,EF06LP01,relacionada,EF67LP05,confirmada na planilha
EF67LP05,EF06LP02,relacionada,EF67LP05,confirmada na planilha
EF67LP05,EF67LP06,relacionada,EF67LP05,confirmada na planilha
EF67LP05,EF67LP02,relacionada,EF67LP05; EF67LP05,confirmada na planilha
EF67LP05,EF67LP03,relacionada,EF67LP05; EF67LP05,confirmada na planilha
EF67LP05,EF67LP04,relacionada,EF67LP05; EF67LP05,confirmada na planilha
EF67LP05,EF67LP07,relacionada,EF67LP05; EF67LP05,confirmada na planilha
EF67LP05,EF67LP08,relacionada,EF67LP05; EF67LP05,confirmada na planilha
EF67LP05,EF06LP03,relacionada,EF67LP05,confirmada na planilha
EF67LP05,EF06LP04,relacionada,EF67LP05,confirmada na planilha
EF67LP05,EF06LP05,relacionada,EF67LP05,confirmada na planilha
EF67LP05,EF06LP10,relacionada,EF67LP05,confirmada na planilha
EF67LP05,EF69LP31,relacionada,EF67LP05; EF67LP05,confirmada na planilha
EF35LP05,EF67LP06,pre_requisito,EF67LP06,confirmada na planilha
EF35LP06,EF67LP06,pre_requisito,EF67LP06,confirmada na planilha
EF67LP06,EF69LP03,relacionada,EF67LP06; EF67LP06,confirmada na planilha
EF67LP06,EF69LP32,relacionada,EF67LP06; EF67LP06,confirmada na planilha
EF67LP06,EF06LP01,relacionada,EF67LP06,confirmada na planilha
EF67LP06,EF06LP02,relacionada,EF67LP06,confirmada na planilha
EF67LP06,EF67LP02,relacionada,EF67LP06; EF67LP06,confirmada na planilha
EF67LP06,EF67LP03,relacionada,EF67LP06; EF67LP06,confirmada na planilha
EF67LP06,EF67LP04,relacionada,EF67LP06; EF67LP06,confirmada na planilha
EF67LP06,EF67LP05,relacionada,EF67LP06; EF67LP06,confirmada na planilha
EF67LP06,EF67LP07,relacionada,EF67LP06; EF67LP06,confirmada na planilha
EF67LP06,EF67LP08,relacionada,EF67LP06; EF67LP06,confirmada na planilha
EF67LP06,EF06LP03,relacionada,EF67LP06,confirmada na planilha
EF67LP06,EF06LP04,relacionada,EF67LP06,confirmada na planilha
EF67LP06,EF06LP05,relacionada,EF67LP06,confirmada na planilha
EF67LP06,EF06LP10,relacionada,EF67LP06,confirmada na planilha
EF67LP06,EF69LP31,relacionada,EF67LP06; EF67LP06,confirmada na planilha
EF67LP06,EF67LP03,mencao_comentario,EF67LP06; EF67LP06,confirmada na planilha
EF67LP06,EF06LP03,mencao_comentario,EF67LP06,confirmada na planilha
EF67LP06,EF06LP04,mencao_comentario,EF67LP06,confirmada na planilha
EF67LP06,EF06LP05,mencao_comentario,EF67LP06,confirmada na planilha
EF05LP19,EF67LP07,pre_requisito,EF67LP07,confirmada na planilha
EF67LP07,EF69LP32,relacionada,EF67LP07; EF67LP07,confirmada na planilha
EF67LP07,EF67LP06,relacionada,EF67LP07,confirmada na planilha
EF67LP07,EF06LP01,relacionada,EF67LP07,confirmada na planilha
EF67LP07,EF06LP02,relacionada,EF67LP07,confirmada na planilha
EF67LP07,EF67LP02,relacionada,EF67LP07; EF67LP07,confirmada na planilha
EF67LP07,EF67LP03,relacionada,EF67LP07; EF67LP07,confirmada na planilha
EF67LP07,EF67LP04,relacionada,EF67LP07; EF67LP07,confirmada na planilha
EF67LP07,EF67LP05,relacionada,EF67LP07; EF67LP07,confirmada na planilha
EF67LP07,EF67LP08,relacionada,EF67LP07; EF67LP07,confirmada na planilha
EF67LP07,EF06LP03,relacionada,EF67LP07,confirmada na planilha
EF67LP07,EF06LP04,relacionada,EF67LP07,confirmada na planilha
EF67LP07,EF06LP10,relacionada,EF67LP07,confirmada na planilha
EF67LP07,EF06LP11,relacionada,EF67LP07,confirmada na planilha
EF67LP07,EF67LP38,relacionada,EF67LP07,confirmada na planilha
EF67LP07,EF69LP31,relacionada,EF67LP07; EF67LP07,confirmada na planilha
EF03LP19,EF67LP08,pre_requisito,EF67LP08,confirmada na planilha
EF67LP08,EF69LP02,relacionada,EF67LP08; EF67LP08,confirmada na planilha
EF67LP08,EF69LP04,relacionada,EF67LP08; EF67LP08,confirmada na planilha
EF67LP08,EF69LP05,relacionada,EF67LP08; EF67LP08,confirmada na planilha
EF67LP08,EF69LP32,relacionada,EF67LP08; EF67LP08,confirmada na planilha
EF67LP08,EF67LP06,relacionada,EF67LP08,confirmada na planilha
EF67LP08,EF06LP01,relacionada,EF67LP08,confirmada na planilha
EF67LP08,EF06LP02,relacionada,EF67LP08,confirmada na planilha
EF67LP08,EF67LP02,relacionada,EF67LP08,confirmada na planilha
EF67LP08,EF67LP03,relacionada,EF67LP08; EF67LP08,confirmada na planilha
EF67LP08,EF67LP04,relacionada,EF67LP08; EF67LP08,confirmada na planilha
EF67LP08,EF67LP05,relacionada,EF67LP08; EF67LP08,confirmada na planilha
EF67LP08,EF67LP07,relacionada,EF67LP08,confirmada na planilha
EF67LP08,EF06LP03,relacionada,EF67LP08,confirmada na planilha
EF67LP08,EF06LP04,relacionada,EF67LP08,confirmada na planilha
EF67LP08,EF06LP12,relacionada,EF67LP08,confirmada na planilha
EF67LP08,EF67LP37,relacionada,EF67LP08,confirmada na planilha
EF67LP08,EF67LP38,relacionada,EF67LP08,confirmada na planilha
EF67LP08,EF69LP31,relacionada,EF67LP08; EF67LP08,confirmada na planilha
EF04LP16,EF67LP09,pre_requisito,EF67LP09,confirmada na planilha
EF67LP09,EF69LP06,relacionada,EF67LP09; EF67LP09,confirmada na planilha
EF67LP09,EF06LP01,relacionada,EF67LP09,confirmada na planilha
EF67LP09,EF06LP02,relacionada,EF67LP09,confirmada na planilha
EF67LP09,EF67LP02,relacionada,EF67LP09; EF67LP09,confirmada na planilha
EF67LP09,EF67LP03,relacionada,EF67LP09; EF67LP09,confirmada na planilha
EF67LP09,EF67LP04,relacionada,EF67LP09; EF67LP09,confirmada na planilha
EF67LP09,EF67LP05,relacionada,EF67LP09; EF67LP09,confirmada na planilha
EF67LP09,EF67LP07,relacionada,EF67LP09; EF67LP09,confirmada na planilha
EF67LP09,EF67LP08,relacionada,EF67LP09,confirmada na planilha
EF67LP09,EF67LP10,relacionada,EF67LP09; EF67LP09,confirmada na planilha
EF67LP09,EF06LP03,relacionada,EF67LP09,confirmada na planilha
EF67LP09,EF06LP04,relacionada,EF67LP09,confirmada na planilha
EF67LP09,EF06LP05,relacionada,EF67LP09,confirmada na planilha
EF67LP09,EF67LP32,relacionada,EF67LP09; EF67LP09,confirmada na planilha
EF67LP09,EF67LP33,relacionada,EF67LP09; EF67LP09,confirmada na planilha
EF67LP09,EF67LP36,relacionada,EF67LP09; EF67LP09,confirmada na planilha
EF35LP16,EF67LP10,pre_requisito,EF67LP10,confirmada na planilha
EF67LP10,EF69LP10,relacionada,EF67LP10; EF67LP10,confirmada na planilha
EF67LP10,EF69LP08,relacionada,EF67LP10; EF67LP10,confirmada na planilha
EF67LP10,EF06LP01,relacionada,EF67LP10,confirmada na planilha
EF67LP10,EF06LP02,relacionada,EF67LP10,confirmada na planilha
EF67LP10,EF67LP02,relacionada,EF67LP10; EF67LP10,confirmada na planilha
EF67LP10,EF67LP03,relacionada,EF67LP10; EF67LP10,confirmada na planilha
EF67LP10,EF67LP04,relacionada,EF67LP10; EF67LP10,confirmada na planilha
EF67LP10,EF67LP05,relacionada,EF67LP10; EF67LP10,confirmada na planilha
EF67LP10,EF67LP07,relacionada,EF67LP10; EF67LP10,confirmada na planilha
EF67LP10,EF67LP08,relacionada,EF67LP10; EF67LP10,confirmada na planilha
EF67LP10,EF67LP09,relacionada,EF67LP10; EF67LP10,confirmada na planilha
EF67LP10,EF06LP03,relacionada,EF67LP10,confirmada na planilha
EF67LP10,EF06LP04,relacionada,EF67LP10,confirmada na planilha
EF67LP10,EF06LP05,relacionada,EF67LP10,confirmada na planilha
EF67LP10,EF06LP06,relacionada,EF67LP10,confirmada na planilha
EF67LP10,EF06LP11,relacionada,EF67LP10,confirmada na planilha
EF67LP10,EF06LP12,relacionada,EF67LP10,confirmada na planilha
EF67LP10,EF67LP33,relacionada,EF67LP10; EF67LP10,confirmada na planilha
EF67LP10,EF67LP36,relacionada,EF67LP10; EF67LP10,confirmada na planilha
EF67LP10,EF67LP37,relacionada,EF67LP10; EF67LP10,confirmada na planilha
EF67LP10,EF67LP09,mencao_comentario,EF67LP10; EF67LP10,confirmada na planilha
EF67LP10,EF06LP11,mencao_comentario,EF67LP10,confirmada na planilha
EF67LP10,EF06LP12,mencao_comentario,EF67LP10,confirmada na planilha
EF67LP11,EF69LP06,relacionada,EF67LP11; EF67LP11,confirmada na planilha
EF67LP11,EF69LP45,relacionada,EF67LP11; EF67LP11,confirmada na planilha
EF67LP11,EF69LP46,relacionada,EF67LP11; EF67LP11,confirmada na planilha
EF67LP11,EF06LP01,relacionada,EF67LP11,confirmada na planilha
EF67LP11,EF06LP02,relacionada,EF67LP11,confirmada na planilha
EF67LP11,EF67LP02,relacionada,EF67LP11; EF67LP11,confirmada na planilha
EF67LP11,EF67LP03,relacionada,EF67LP11; EF67LP11,confirmada na planilha
EF67LP11,EF67LP04,relacionada,EF67LP11; EF67LP11,confirmada na planilha
EF67LP11,EF67LP05,relacionada,EF67LP11; EF67LP11,confirmada na planilha
EF67LP11,EF67LP07,relacionada,EF67LP11; EF67LP11,confirmada na planilha
EF67LP11,EF67LP08,relacionada,EF67LP11; EF67LP11,confirmada na planilha
EF67LP11,EF67LP12,relacionada,EF67LP11; EF67LP11,confirmada na planilha
EF67LP11,EF06LP03,relacionada,EF67LP11,confirmada na planilha
EF67LP11,EF06LP04,relacionada,EF67LP11,confirmada na planilha
EF67LP11,EF06LP05,relacionada,EF67LP11,confirmada na planilha
EF67LP11,EF67LP32,relacionada,EF67LP11; EF67LP11,confirmada na planilha
EF67LP11,EF67LP33,relacionada,EF67LP11; EF67LP11,confirmada na planilha
EF67LP11,EF67LP36,relacionada,EF67LP11; EF67LP11,confirmada na planilha
EF05LP13,EF67LP12,pre_requisito,EF67LP12,confirmada na planilha
EF05LP21,EF67LP12,pre_requisito,EF67LP12,confirmada na planilha
EF67LP12,EF69LP06,relacionada,EF67LP12; EF67LP12,confirmada na planilha
EF67LP12,EF69LP45,relacionada,EF67LP12; EF67LP12,confirmada na planilha
EF67LP12,EF69LP46,relacionada,EF67LP12; EF67LP12,confirmada na planilha
EF67LP12,EF06LP01,relacionada,EF67LP12,confirmada na planilha
EF67LP12,EF06LP02,relacionada,EF67LP12,confirmada na planilha
EF67LP12,EF67LP02,relacionada,EF67LP12,confirmada na planilha
EF67LP12,EF67LP03,relacionada,EF67LP12; EF67LP12,confirmada na planilha
EF67LP12,EF67LP04,relacionada,EF67LP12; EF67LP12,confirmada na planilha
EF67LP12,EF67LP05,relacionada,EF67LP12; EF67LP12,confirmada na planilha
EF67LP12,EF67LP07,relacionada,EF67LP12; EF67LP12,confirmada na planilha
EF67LP12,EF67LP08,relacionada,EF67LP12; EF67LP12,confirmada na planilha
EF67LP12,EF67LP11,relacionada,EF67LP12; EF67LP12,confirmada na planilha
EF67LP12,EF06LP03,relacionada,EF67LP12,confirmada na planilha
EF67LP12,EF06LP04,relacionada,EF67LP12,confirmada na planilha
EF67LP12,EF06LP05,relacionada,EF67LP12,confirmada na planilha
EF67LP12,EF06LP06,relacionada,EF67LP12,confirmada na planilha
EF67LP12,EF06LP11,relacionada,EF67LP12,confirmada na planilha
EF67LP12,EF06LP12,relacionada,EF67LP12,confirmada na planilha
EF67LP12,EF67LP33,relacionada,EF67LP12; EF67LP12,confirmada na planilha
EF67LP12,EF67LP36,relacionada,EF67LP12; EF67LP12,confirmada na planilha
EF67LP12,EF67LP37,relacionada,EF67LP12,confirmada na planilha
EF67LP12,EF67LP11,mencao_comentario,EF67LP12; EF67LP12,confirmada na planilha
EF67LP12,EF06LP12,mencao_comentario,EF67LP12,confirmada na planilha
EF67LP12,EF67LP01,mencao_comentario,EF67LP12,confirmada na planilha
EF03LP19,EF67LP13,pre_requisito,EF67LP13,confirmada na planilha
EF03LP21,EF67LP13,pre_requisito,EF67LP13,confirmada na planilha
EF67LP13,EF69LP09,relacionada,EF67LP13; EF67LP13,confirmada na planilha
EF67LP13,EF06LP05,relacionada,EF67LP13,confirmada na planilha
EF67LP13,EF06LP06,relacionada,EF67LP13,confirmada na planilha
EF67LP13,EF06LP11,relacionada,EF67LP13,confirmada na planilha
EF67LP13,EF06LP12,relacionada,EF67LP13,confirmada na planilha
EF67LP13,EF67LP33,relacionada,EF67LP13; EF67LP13,confirmada na planilha
EF67LP13,EF67LP36,relacionada,EF67LP13; EF67LP13,confirmada na planilha
EF67LP13,EF67LP37,relacionada,EF67LP13; EF67LP13,confirmada na planilha
EF67LP13,EF67LP38,relacionada,EF67LP13; EF67LP13,confirmada na planilha
EF67LP13,EF67LP38,mencao_comentario,EF67LP13; EF67LP13,confirmada na planilha
EF04LP17,EF67LP14,pre_requisito,EF67LP14,confirmada na planilha
EF67LP14,EF69LP06,relacionada,EF67LP14; EF67LP14,confirmada na planilha
EF67LP14,EF69LP10,relacionada,EF67LP14; EF67LP14,confirmada na planilha
EF67LP14,EF69LP39,relacionada,EF67LP14; EF67LP14,confirmada na planilha
EF67LP14,EF06LP03,relacionada,EF67LP14,confirmada na planilha
EF67LP14,EF06LP05,relacionada,EF67LP14,confirmada na planilha
EF67LP14,EF06LP08,relacionada,EF67LP14,confirmada na planilha
EF67LP14,EF67LP33,relacionada,EF67LP14; EF67LP14,confirmada na planilha
EF67LP14,EF67LP38,relacionada,EF67LP14; EF67LP14,confirmada na planilha
EF67LP15,EF69LP05,relacionada,EF67LP15; EF67LP15,confirmada na planilha
EF67LP15,EF69LP27,relacionada,EF67LP15; EF67LP15,confirmada na planilha
EF67LP15,EF69LP32,relacionada,EF67LP15; EF67LP15,confirmada na planilha
EF67LP15,EF69LP20,relacionada,EF67LP15; EF67LP15,confirmada na planilha
EF67LP15,EF69LP24,relacionada,EF67LP15; EF67LP15,confirmada na planilha
EF67LP15,EF69LP28,relacionada,EF67LP15; EF67LP15,confirmada na planilha
EF67LP15,EF67LP16,relacionada,EF67LP15; EF67LP15,confirmada na planilha
EF67LP15,EF67LP17,relacionada,EF67LP15; EF67LP15,confirmada na planilha
EF67LP15,EF67LP18,relacionada,EF67LP15; EF67LP15,confirmada na planilha
EF67LP15,EF67LP19,relacionada,EF67LP15; EF67LP15,confirmada na planilha
EF67LP15,EF67LP36,relacionada,EF67LP15; EF67LP15,confirmada na planilha
EF67LP15,EF06LP05,relacionada,EF67LP15,confirmada na planilha
EF67LP15,EF06LP05,mencao_comentario,EF67LP15,confirmada na planilha
EF04LP10,EF67LP16,pre_requisito,EF67LP16,confirmada na planilha
EF04LP11,EF67LP16,pre_requisito,EF67LP16,confirmada na planilha
EF03LP18,EF67LP16,pre_requisito,EF67LP16,confirmada na planilha
EF67LP16,EF69LP05,relacionada,EF67LP16; EF67LP16,confirmada na planilha
EF67LP16,EF69LP27,relacionada,EF67LP16; EF67LP16,confirmada na planilha
EF67LP16,EF69LP32,relacionada,EF67LP16; EF67LP16,confirmada na planilha
EF67LP16,EF67LP15,relacionada,EF67LP16; EF67LP16,confirmada na planilha
EF67LP16,EF67LP17,relacionada,EF67LP16; EF67LP16,confirmada na planilha
EF67LP16,EF67LP18,relacionada,EF67LP16; EF67LP16; EF67LP16; EF67LP16,confirmada na planilha
EF67LP16,EF67LP19,relacionada,EF67LP16; EF67LP16; EF67LP16; EF67LP16,confirmada na planilha
EF67LP16,EF06LP07,relacionada,EF67LP16,confirmada na planilha
EF67LP16,EF67LP26,relacionada,EF67LP16; EF67LP16,confirmada na planilha
EF67LP16,EF67LP18,mencao_comentario,EF67LP16; EF67LP16,confirmada na planilha
EF67LP16,EF67LP19,mencao_comentario,EF67LP16; EF67LP16,confirmada na planilha
EF04LP10,EF67LP17,pre_requisito,EF67LP17,confirmada na planilha
EF04LP11,EF67LP17,pre_requisito,EF67LP17,confirmada na planilha
EF67LP17,EF69LP27,relacionada,EF67LP17; EF67LP17,confirmada na planilha
EF67LP17,EF69LP32,relacionada,EF67LP17; EF67LP17,confirmada na planilha
EF67LP17,EF06LP07,relacionada,EF67LP17,confirmada na planilha
EF67LP17,EF67LP18,relacionada,EF67LP17; EF67LP17; EF67LP17,confirmada na planilha
EF67LP17,EF67LP19,relacionada,EF67LP17; EF67LP17,confirmada na planilha
EF67LP17,EF67LP26,relacionada,EF67LP17; EF67LP17,confirmada na planilha
EF67LP17,EF67LP37,relacionada,EF67LP17; EF67LP17,confirmada na planilha
EF35LP19,EF67LP20,pre_requisito,EF67LP20,confirmada na planilha
EF04LP21,EF67LP20,pre_requisito,EF67LP20,confirmada na planilha
EF05LP24,EF67LP20,pre_requisito,EF67LP20,confirmada na planilha
EF67LP20,EF69LP32,relacionada,EF67LP20; EF67LP20,confirmada na planilha
EF67LP20,EF69LP34,relacionada,EF67LP20; EF67LP20,confirmada na planilha
EF67LP20,EF67LP21,relacionada,EF67LP20; EF67LP20,confirmada na planilha
EF67LP20,EF67LP23,relacionada,EF67LP20; EF67LP20,confirmada na planilha
EF67LP20,EF67LP26,relacionada,EF67LP20; EF67LP20,confirmada na planilha
EF67LP20,EF67LP36,relacionada,EF67LP20; EF67LP20,confirmada na planilha
EF67LP21,EF69LP34,relacionada,EF67LP21; EF67LP21,confirmada na planilha
EF67LP21,EF69LP29,relacionada,EF67LP21; EF67LP21,confirmada na planilha
EF67LP21,EF69LP32,relacionada,EF67LP21; EF67LP21,confirmada na planilha
EF67LP21,EF67LP21,relacionada,EF67LP21,confirmada na planilha
EF67LP21,EF67LP23,relacionada,EF67LP21; EF67LP21,confirmada na planilha
EF67LP21,EF67LP26,relacionada,EF67LP21; EF67LP21,confirmada na planilha
EF67LP21,EF67LP32,relacionada,EF67LP21; EF67LP21,confirmada na planilha
EF67LP21,EF67LP33,relacionada,EF67LP21; EF67LP21,confirmada na planilha
EF67LP21,EF67LP36,relacionada,EF67LP21; EF67LP21,confirmada na planilha
EF67LP21,EF67LP20,mencao_comentario,EF67LP21,confirmada na planilha
EF67LP22,EF69LP32,relacionada,EF67LP22; EF67LP22,confirmada na planilha
EF67LP22,EF69LP34,relacionada,EF67LP22; EF67LP22,confirmada na planilha
EF67LP22,EF67LP24,relacionada,EF67LP22,confirmada na planilha
EF67LP22,EF67LP25,relacionada,EF67LP22; EF67LP22,confirmada na planilha
EF67LP22,EF06LP06,relacionada,EF67LP22,confirmada na planilha
EF67LP22,EF67LP32,relacionada,EF67LP22; EF67LP22,confirmada na planilha
EF67LP22,EF67LP33,relacionada,EF67LP22; EF67LP22,confirmada na planilha
EF67LP22,EF67LP36,relacionada,EF67LP22; EF67LP22,confirmada na planilha
EF67LP22,EF67LP37,relacionada,EF67LP22,confirmada na planilha
EF67LP22,EF06LP11,relacionada,EF67LP22,confirmada na planilha
EF67LP22,EF06LP12,relacionada,EF67LP22,confirmada na planilha
EF67LP22,EF67LP21,mencao_comentario,EF67LP22,confirmada na planilha
EF35LP06,EF67LP24,pre_requisito,EF67LP24,confirmada na planilha
EF35LP08,EF67LP24,pre_requisito,EF67LP24,confirmada na planilha
EF67LP24,EF69LP29,relacionada,EF67LP24; EF67LP24,confirmada na planilha
EF67LP24,EF69LP34,relacionada,EF67LP24; EF67LP24,confirmada na planilha
EF67LP24,EF67LP25,relacionada,EF67LP24; EF67LP24,confirmada na planilha
EF67LP24,EF69LP26,relacionada,EF67LP24; EF67LP24,confirmada na planilha
EF67LP25,EF69LP29,relacionada,EF67LP25; EF67LP25,confirmada na planilha
EF67LP25,EF69LP30,relacionada,EF67LP25; EF67LP25,confirmada na planilha
EF67LP25,EF69LP33,relacionada,EF67LP25; EF67LP25,confirmada na planilha
EF67LP25,EF69LP34,relacionada,EF67LP25; EF67LP25,confirmada na planilha
EF67LP25,EF69LP53,relacionada,EF67LP25; EF67LP25,confirmada na planilha
EF67LP25,EF67LP24,relacionada,EF67LP25,confirmada na planilha
EF67LP25,EF67LP33,relacionada,EF67LP25; EF67LP25,confirmada na planilha
EF67LP25,EF67LP36,relacionada,EF67LP25; EF67LP25,confirmada na planilha
EF67LP25,EF67LP26,relacionada,EF67LP25; EF67LP25,confirmada na planilha
EF67LP25,EF67LP24,mencao_comentario,EF67LP25,confirmada na planilha
EF35LP24,EF67LP27,pre_requisito,EF67LP27,confirmada na planilha
EF04LP25,EF67LP27,pre_requisito,EF67LP27,confirmada na planilha
EF04LP27,EF67LP27,pre_requisito,EF67LP27,confirmada na planilha
EF67LP27,EF69LP05,relacionada,EF67LP27; EF67LP27,confirmada na planilha
EF67LP27,EF69LP44,relacionada,EF67LP27; EF67LP27,confirmada na planilha
EF67LP27,EF69LP53,relacionada,EF67LP27; EF67LP27,confirmada na planilha
EF67LP27,EF69LP54,relacionada,EF67LP27; EF67LP27,confirmada na planilha
EF67LP27,EF67LP28,relacionada,EF67LP27; EF67LP27,confirmada na planilha
EF67LP27,EF67LP37,relacionada,EF67LP27; EF67LP27,confirmada na planilha
EF67LP27,EF67LP38,relacionada,EF67LP27; EF67LP27,confirmada na planilha
EF35LP25,EF67LP29,pre_requisito,EF67LP29,confirmada na planilha
EF67LP29,EF69LP44,relacionada,EF67LP29; EF67LP29,confirmada na planilha
EF67LP29,EF69LP53,relacionada,EF67LP29; EF67LP29,confirmada na planilha
EF67LP29,EF69LP54,relacionada,EF67LP29; EF67LP29,confirmada na planilha
EF67LP29,EF67LP28,relacionada,EF67LP29; EF67LP29,confirmada na planilha
EF67LP29,EF67LP33,relacionada,EF67LP29; EF67LP29,confirmada na planilha
EF67LP29,EF67LP36,relacionada,EF67LP29; EF67LP29,confirmada na planilha
EF67LP29,EF67LP38,relacionada,EF67LP29; EF67LP29,confirmada na planilha
EF67LP29,EF69LP52,relacionada,EF67LP29; EF67LP29,confirmada na planilha
EF15LP17,EF67LP30,pre_requisito,EF67LP30,confirmada na planilha
EF35LP31,EF67LP30,pre_requisito,EF67LP30,confirmada na planilha
EF04LP26,EF67LP30,pre_requisito,EF67LP30,confirmada na planilha
EF67LP30,EF67LP28,relacionada,EF67LP30; EF67LP30,confirmada na planilha
EF67LP30,EF69LP47,relacionada,EF67LP30; EF67LP30,confirmada na planilha
EF67LP30,EF69LP53,relacionada,EF67LP30; EF67LP30,confirmada na planilha
EF67LP30,EF69LP54,relacionada,EF67LP30; EF67LP30,confirmada na planilha
EF67LP30,EF06LP05,relacionada,EF67LP30,confirmada na planilha
EF67LP30,EF06LP11,relacionada,EF67LP30,confirmada na planilha
EF67LP30,EF06LP12,relacionada,EF67LP30,confirmada na planilha
EF67LP30,EF67LP37,relacionada,EF67LP30; EF67LP30,confirmada na planilha
EF67LP30,EF67LP32,relacionada,EF67LP30; EF67LP30,confirmada na planilha
EF67LP30,EF67LP33,relacionada,EF67LP30; EF67LP30,confirmada na planilha
EF67LP30,EF67LP36,relacionada,EF67LP30; EF67LP30,confirmada na planilha
EF67LP30,EF67LP38,relacionada,EF67LP30; EF67LP30,confirmada na planilha
EF67LP31,EF69LP48,relacionada,EF67LP31; EF67LP31,confirmada na planilha
EF67LP31,EF69LP53,relacionada,EF67LP31; EF67LP31,confirmada na planilha
EF67LP31,EF69LP54,relacionada,EF67LP31; EF67LP31,confirmada na planilha
EF67LP31,EF67LP28,relacionada,EF67LP31; EF67LP31,confirmada na planilha
EF67LP31,EF06LP11,relacionada,EF67LP31,confirmada na planilha
EF67LP31,EF67LP32,relacionada,EF67LP31; EF67LP31,confirmada na planilha
EF67LP31,EF67LP36,relacionada,EF67LP31; EF67LP31,confirmada na planilha
EF67LP31,EF67LP37,relacionada,EF67LP31; EF67LP31,confirmada na planilha
EF67LP31,EF67LP38,relacionada,EF67LP31; EF67LP31,confirmada na planilha
EF67LP31,EF67LP30,mencao_comentario,EF67LP31,confirmada na planilha
EF06LP01,EF07LP01,pre_requisito,EF07LP01,confirmada na planilha
EF06LP03,EF07LP01,pre_requisito,EF07LP01,confirmada na planilha
EF06LP04,EF07LP01,pre_requisito,EF07LP01,confirmada na planilha
EF07LP01,EF69LP01,relacionada,EF07LP01,confirmada na planilha
EF07LP01,EF69LP03,relacionada,EF07LP01,confirmada na planilha
EF07LP01,EF69LP17,relacionada,EF07LP01,confirmada na planilha
EF07LP01,EF69LP16,relacionada,EF07LP01,confirmada na planilha
EF07LP01,EF07LP02,relacionada,EF07LP01,confirmada na planilha
EF07LP01,EF67LP06,relacionada,EF07LP01,confirmada na planilha
EF07LP01,EF67LP02,relacionada,EF07LP01,confirmada na planilha
EF07LP01,EF67LP03,relacionada,EF07LP01,confirmada na planilha
EF07LP01,EF67LP04,relacionada,EF07LP01,confirmada na planilha
EF07LP01,EF67LP05,relacionada,EF07LP01,confirmada na planilha
EF07LP01,EF67LP07,relacionada,EF07LP01,confirmada na planilha
EF07LP01,EF67LP08,relacionada,EF07LP01,confirmada na planilha
EF07LP01,EF07LP08,relacionada,EF07LP01,confirmada na planilha
EF07LP01,EF07LP09,relacionada,EF07LP01,confirmada na planilha
EF07LP01,EF07LP10,relacionada,EF07LP01,confirmada na planilha
EF07LP01,EF07LP11,relacionada,EF07LP01,confirmada na planilha
EF07LP01,EF07LP12,relacionada,EF07LP01,confirmada na planilha
EF07LP01,EF07LP13,relacionada,EF07LP01,confirmada na planilha
EF07LP01,EF07LP14,relacionada,EF07LP01,confirmada na planilha
EF07LP01,EF69LP31,relacionada,EF07LP01,confirmada na planilha
